tender_id,tenderID,date_created,date_modified,status,main_category,cpv_id,cpv_description,value_amount,value_currency,procuring_entity_name,procuring_entity_edrpou,region
e8785115717745b4baccb58b829d4323,UA-2026-07-29-010446-a,2026-07-29T17:00:44.415389+03:00,2026-08-21T16:21:01.955043+03:00,complete,goods,15330000-0,Оброблені фрукти та овочі,1981801.67,UAH,Національна академія внутрішніх справ,08751177,м. Київ
45a11014dfa74f5684b1d533bc2da7de,UA-2026-08-14-010558-a,2026-08-14T16:18:12.103882+03:00,2026-08-21T16:17:00.257428+03:00,unsuccessful,goods,15530000-2,Вершкове масло,192500.0,UAH,КОЦЮБИНСЬКИЙ ЛІЦЕЙ №1 КОЦЮБИНСЬКОЇ СЕЛИЩНОЇ РАДИ БУЧАНСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ,13736671,Київська область
b29da5cff3984643873e5047d10689cf,UA-2026-08-14-001056-a,2026-08-14T09:33:07.627244+03:00,2026-08-21T16:09:36.473472+03:00,complete,goods,15550000-8,Молочні продукти різні,40460.0,UAH,"Державна установа ""Територіальне медичне об'єднання Міністерства внутрішніх справ України по Закарпатській області""",08734492,Закарпатська область
3f1dfbdc7b354835a4bb769b2d2b9f18,UA-2026-08-14-000552-a,2026-08-14T09:02:03.999377+03:00,2026-08-21T16:07:40.372448+03:00,complete,goods,15510000-6,Молоко та вершки,52500.0,UAH,"Державна установа ""Територіальне медичне об'єднання Міністерства внутрішніх справ України по Закарпатській області""",08734492,Закарпатська область
4e8aeab9c65b483ead0dffc6295ef2a0,UA-2026-07-30-009987-a,2026-07-30T16:55:28.345271+03:00,2026-08-21T16:07:22.550529+03:00,active.awarded,goods,15981100-9,Мінеральна вода негазована,820800.0,UAH,ФІЛІЯ «ВІДОКРЕМЛЕНИЙ ПІДРОЗДІЛ  «УПРАВЛІННЯ СПРАВАМИ» АКЦІОНЕРНОГО ТОВАРИСТВА «НАЦІОНАЛЬНА АТОМНА ЕНЕРГОГЕНЕРУЮЧА КОМПАНІЯ «ЕНЕРГОАТОМ»,26200529,
25ce34714de84e88b24be3088b9b5e90,UA-2026-08-14-006798-a,2026-08-14T13:48:08.891661+03:00,2026-08-21T16:07:13.215056+03:00,complete,goods,15110000-2,М’ясо,821500.0,UAH,Відділ освіти виконавчого комітету Лохвицької міської ради,41814742,Полтавська область
3ff305a5f5a44b56ab4a737ad623dcea,UA-2026-07-28-007862-a,2026-07-28T14:43:05.090983+03:00,2026-08-21T16:06:51.122091+03:00,active.awarded,goods,15884000-8,Продукти дитячого харчування,229158.12,UAH,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ВІННИЦЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ. М.І. ПИРОГОВА ВІННИЦЬКОЇ ОБЛАСНОЇ РАДИ""",02011031,Вінницька область
940d7abd194d472ca6aa9e08aa7156bd,UA-2026-08-14-010443-a,2026-08-14T16:10:58.673907+03:00,2026-08-21T16:06:00.185738+03:00,unsuccessful,goods,15550000-8,Молочні продукти різні,41283.0,UAH,КОЦЮБИНСЬКИЙ ЛІЦЕЙ №1 КОЦЮБИНСЬКОЇ СЕЛИЩНОЇ РАДИ БУЧАНСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ,13736671,Київська область
cef7a26057cd467b802c51fef1deb365,UA-2026-07-29-010803-a,2026-07-29T17:41:43.371117+03:00,2026-08-21T16:05:41.797817+03:00,active.awarded,goods,15890000-3,Продукти харчування та сушені продукти різні,340623675.0,UAH,ДЕРЖАВНЕ ПІДПРИЄМСТВО МІНІСТЕРСТВА ОБОРОНИ УКРАЇНИ “АГЕНЦІЯ  ОБОРОННИХ ЗАКУПІВЕЛЬ”,44725823,м. Київ
4269dd617fed46b8b32472393a7c1a5f,UA-2026-08-12-008528-a,2026-08-12T15:10:06.556823+03:00,2026-08-21T16:01:57.354965+03:00,complete,goods,15510000-6,Молоко та вершки,56000.0,UAH,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО «ЗДОЛБУНІВСЬКА ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ» ЗДОЛБУНІВСЬКОЇ МІСЬКОЇ РАДИ РІВНЕНСЬКОЇ ОБЛАСТІ,02000105,Рівненська область
3db2aa0669f24dd2b43d768c7b07a6da,UA-2026-08-12-009029-a,2026-08-12T15:26:19.393983+03:00,2026-08-21T15:57:25.770738+03:00,active.awarded,goods,15882000-4,Дієтичні продукти,97473.0,UAH,Довбиський психоневрологічний інтернат,03188470,Житомирська область
2eec7f874a5d4563b67a7618982b84d3,UA-2026-08-12-011372-a,2026-08-12T16:52:55.324584+03:00,2026-08-21T15:56:33.282357+03:00,complete,goods,15550000-8,Молочні продукти різні,966.67,UAH,Радивилівський ліцей № 2 ім.П.Г.Стрижака Радивилівської міської ради Дубенського  району Рівненської області,38505512,Рівненська область
0737fa1da74f48e49d6a219035f289ba,UA-2026-08-14-001063-a,2026-08-14T09:33:34.445167+03:00,2026-08-21T15:56:10.902492+03:00,complete,goods,15110000-2,М’ясо,237500.0,UAH,Миргородський ліцей імені Т.Г. Шевченка Миргородської міської ради Полтавської області,22548394,Полтавська область
7324af631eea4cd496bdef7dbee335c3,UA-2026-08-11-010352-a,2026-08-11T15:49:25.965756+03:00,2026-08-21T15:54:33.016567+03:00,complete,goods,15330000-0,Оброблені фрукти та овочі,59150.0,UAH,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА КЛІНІЧНА ЛІКАРНЯ № 4"" ДНІПРОВСЬКОЇ МІСЬКОЇ РАДИ",01280527,Дніпропетровська область
9451787df43f4fee85c5742dc0b1cd7c,UA-2026-08-14-009735-a,2026-08-14T15:37:07.674868+03:00,2026-08-21T15:53:46.954033+03:00,complete,goods,15220000-6,"Риба, рибне філе та інше м’ясо риби морожені",193333.3,UAH,ВЕЛИКОДИМЕРСЬКИЙ ЛІЦЕЙ ВЕЛИКОДИМЕРСЬКОЇ СЕЛИЩНОЇ РАДИ БРОВАРСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ,22207996,Київська область
75a9dd3129d5437db014ac7ca39e6b9a,UA-2026-08-12-007329-a,2026-08-12T14:28:45.579090+03:00,2026-08-21T15:51:43.333327+03:00,complete,goods,15330000-0,Оброблені фрукти та овочі,13000.0,UAH,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА КЛІНІЧНА ЛІКАРНЯ № 4"" ДНІПРОВСЬКОЇ МІСЬКОЇ РАДИ",01280527,Дніпропетровська область
345f8aac8d6e46dbb449367a7a7f777f,UA-2026-08-14-007838-a,2026-08-14T14:32:30.619312+03:00,2026-08-21T15:51:21.190975+03:00,complete,goods,15110000-2,М’ясо,1241583.3,UAH,ВЕЛИКОДИМЕРСЬКИЙ ЛІЦЕЙ ВЕЛИКОДИМЕРСЬКОЇ СЕЛИЩНОЇ РАДИ БРОВАРСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ,22207996,Київська область
442c9fd100f14603bba4139a3c56b812,UA-2026-08-11-009465-a,2026-08-11T15:19:52.688738+03:00,2026-08-21T15:48:08.513058+03:00,complete,goods,15540000-5,Сирні продукти,1485080.83,UAH,ДП Київський національний університет імені Тараса Шевченка,02070944,м. Київ
ba1023b624f94940a826439f2cbb6d73,UA-2026-08-14-010655-a,2026-08-14T16:23:32.652809+03:00,2026-08-21T15:47:37.432457+03:00,complete,goods,15530000-2,Вершкове масло,189233.3,UAH,ВЕЛИКОДИМЕРСЬКИЙ ЛІЦЕЙ ВЕЛИКОДИМЕРСЬКОЇ СЕЛИЩНОЇ РАДИ БРОВАРСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ,22207996,Київська область
739c3041fab7450cbb29747817b08aa7,UA-2026-08-13-009779-a,2026-08-13T15:30:58.470862+03:00,2026-08-21T15:46:36.084449+03:00,complete,goods,15420000-8,Рафіновані олії та жири,126070.0,UAH,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЛІКАРНЯ ІНТЕНСИВНОГО ЛІКУВАННЯ БОЯРСЬКОЇ МІСЬКОЇ РАДИ""",01994669,Київська область
aa49abfd0e9745deb102840d48f3b587,UA-2026-08-11-008531-a,2026-08-11T14:51:10.577755+03:00,2026-08-21T15:46:32.561190+03:00,complete,goods,15510000-6,Молоко та вершки,43200.0,UAH,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА КЛІНІЧНА ЛІКАРНЯ № 4"" ДНІПРОВСЬКОЇ МІСЬКОЇ РАДИ",01280527,Дніпропетровська область
20a6602dd0054ebe946412eee383ea51,UA-2026-08-10-000195-a,2026-08-10T08:42:04.209689+03:00,2026-08-21T15:45:10.457025+03:00,complete,goods,15510000-6,Молоко та вершки,149785.16,UAH,"ФІЛІЯ "" УЗ ВАГОН-СЕРВІС"" АКЦІОНЕРНОГО ТОВАРИСТВА ""УКРАЇНСЬКА ЗАЛІЗНИЦЯ""",45462724,Київська область
9c492778064240fab92dc532f24a9762,UA-2026-08-14-009514-a,2026-08-14T15:29:48.862267+03:00,2026-08-21T15:43:01.347366+03:00,complete,goods,15610000-7,Продукція борошномельно-круп'яної промисловості,119960.0,UAH,Комунальне некомерційне підприємство «Київська міська клінічна лікарня №12» виконавчого органу Київської міської ради (Київської міської державної адміністрації),25680639,м. Київ
1c44ee941d8742af8e5df1e9ada06a69,UA-2026-08-14-009889-a,2026-08-14T15:43:04.657606+03:00,2026-08-21T15:42:41.232502+03:00,complete,goods,15810000-9,"Хлібопродукти, свіжовипечені хлібобулочні та кондитерські вироби",185220.0,UAH,ОДЕСЬКИЙ НАЦІОНАЛЬНИЙ МЕДИЧНИЙ УНІВЕРСИТЕТ,02010801,Одеська область
936ceff4e8ff4708bd759d21529c89ff,UA-2026-08-12-012140-a,2026-08-12T18:11:12.028495+03:00,2026-08-21T15:42:05.662937+03:00,complete,goods,15110000-2,М'ясо,959608.34,UAH,ГЕРЦАЇВСЬКА МІСЬКА РАДА ЧЕРНІВЕЦЬКОГО РАЙОНУ ЧЕРНІВЕЦЬКОЇ ОБЛАСТІ,21423970,Чернівецька область
46aa9dbba2f542a4889f54d80141fc97,UA-2026-07-13-006080-a,2026-07-13T14:01:35.307699+03:00,2026-08-21T15:37:48.802289+03:00,active.awarded,goods,15810000-9,"Хлібопродукти, свіжовипечені хлібобулочні та кондитерські вироби",864250.0,UAH,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА КЛІНІЧНА ЛІКАРНЯ № 16"" ДНІПРОВСЬКОЇ МІСЬКОЇ РАДИ",01984624,Дніпропетровська область
7482f4f4c5704c86ab4395c26aa477cd,UA-2026-08-14-007163-a,2026-08-14T14:04:57.538613+03:00,2026-08-21T15:35:48.811854+03:00,complete,goods,15320000-7,Фруктові та овочеві соки,268333.33,UAH,Відділ освіти виконавчого комітету Лохвицької міської ради,41814742,Полтавська область
cab02a6fe9c746a9aa268f24a103f1dd,UA-2026-08-11-001647-a,2026-08-11T09:59:59.231089+03:00,2026-08-21T15:35:41.243776+03:00,complete,goods,15130000-8,М’ясопродукти,120000.0,UAH,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА КЛІНІЧНА ЛІКАРНЯ № 4"" ДНІПРОВСЬКОЇ МІСЬКОЇ РАДИ",01280527,Дніпропетровська область
73bb8514a7c247378ae749c086272c1d,UA-2026-08-13-011672-a,2026-08-13T16:40:20.330270+03:00,2026-08-21T15:35:14.693460+03:00,complete,goods,15540000-5,Сирні продукти,94375.0,UAH,Миргородський ліцей імені Т.Г. Шевченка Миргородської міської ради Полтавської області,22548394,Полтавська область
a00c7b9862c24b39be950599c2fbdefc,UA-2026-08-14-004680-a,2026-08-14T11:57:58.248050+03:00,2026-08-21T15:31:47.497346+03:00,complete,goods,15610000-7,Продукція борошномельно-круп'яної промисловості,15892.33,UAH,ГОЛОВНИЙ ВІЙСЬКОВО-МЕДИЧНИЙ КЛІНІЧНИЙ ЦЕНТР (ЦЕНТРАЛЬНИЙ КЛІНІЧНИЙ ГОСПІТАЛЬ ) ДЕРЖАВНОЇ ПРИКОРДОННОЇ СЛУЖБИ УКРАЇНИ,14321618,Київська область
