region_code,region_name,period,idx_yoy_pct
UA00000000000000000,Україна,2024-M07,116.7
UA00000000000000000,Україна,2024-M08,110.9
UA00000000000000000,Україна,2024-M09,106.6
UA00000000000000000,Україна,2024-M10,105.2
UA00000000000000000,Україна,2024-M11,103.1
UA00000000000000000,Україна,2024-M12,105.9
UA00000000000000000,Україна,2025-M01,106
UA00000000000000000,Україна,2025-M02,104.9
UA00000000000000000,Україна,2025-M03,106.7
UA00000000000000000,Україна,2025-M04,107.6
UA00000000000000000,Україна,2025-M05,107.6
UA00000000000000000,Україна,2025-M06,107.3
UA00000000000000000,Україна,2025-M07,103.6
UA00000000000000000,Україна,2025-M08,105.6
UA00000000000000000,Україна,2025-M09,106
UA00000000000000000,Україна,2025-M10,108.2
UA00000000000000000,Україна,2025-M11,111.5
UA00000000000000000,Україна,2025-M12,113.3
UA00000000000000000,Україна,2026-M01,113.4
UA00000000000000000,Україна,2026-M02,107.5
UA00000000000000000,Україна,2026-M03,112.8
UA00000000000000000,Україна,2026-M04,107.8
UA00000000000000000,Україна,2026-M05,110.9
UA00000000000000000,Україна,2026-M06,108.4
UA05000000000010236,Вінницька,2023-M01,94.3
UA05000000000010236,Вінницька,2023-M02,94.7
UA05000000000010236,Вінницька,2023-M03,111.7
UA05000000000010236,Вінницька,2023-M04,108.5
UA05000000000010236,Вінницька,2023-M05,109.9
UA05000000000010236,Вінницька,2023-M06,112.7
UA05000000000010236,Вінницька,2023-M07,110.1
UA05000000000010236,Вінницька,2023-M08,126
UA05000000000010236,Вінницька,2023-M09,122.9
UA05000000000010236,Вінницька,2023-M10,127.5
UA05000000000010236,Вінницька,2023-M11,135.4
UA05000000000010236,Вінницька,2023-M12,134.6
UA05000000000010236,Вінницька,2024-M01,123
UA05000000000010236,Вінницька,2024-M02,121.5
UA05000000000010236,Вінницька,2024-M03,115.9
UA05000000000010236,Вінницька,2024-M04,119.1
UA05000000000010236,Вінницька,2024-M05,119.7
UA05000000000010236,Вінницька,2024-M06,116.8
UA05000000000010236,Вінницька,2024-M07,121.1
UA05000000000010236,Вінницька,2024-M08,113.8
UA05000000000010236,Вінницька,2024-M09,108
UA05000000000010236,Вінницька,2024-M10,105.6
UA05000000000010236,Вінницька,2024-M11,102.7
UA05000000000010236,Вінницька,2024-M12,103.8
UA05000000000010236,Вінницька,2025-M01,110.6
UA05000000000010236,Вінницька,2025-M02,112.2
UA05000000000010236,Вінницька,2025-M03,115.4
UA05000000000010236,Вінницька,2025-M04,114.3
UA05000000000010236,Вінницька,2025-M05,112.1
UA05000000000010236,Вінницька,2025-M06,113.9
UA05000000000010236,Вінницька,2025-M07,112.6
UA05000000000010236,Вінницька,2025-M08,112.4
UA05000000000010236,Вінницька,2025-M09,111.2
UA05000000000010236,Вінницька,2025-M10,113.2
UA05000000000010236,Вінницька,2025-M11,118.7
UA05000000000010236,Вінницька,2025-M12,121.9
UA05000000000010236,Вінницька,2026-M01,116.3
UA05000000000010236,Вінницька,2026-M02,107.7
UA05000000000010236,Вінницька,2026-M03,110.5
UA05000000000010236,Вінницька,2026-M04,109.3
UA05000000000010236,Вінницька,2026-M05,112.1
UA05000000000010236,Вінницька,2026-M06,111.2
UA07000000000024379,Волинська,2023-M01,100.7
UA07000000000024379,Волинська,2023-M02,100.7
UA07000000000024379,Волинська,2023-M03,129.3
UA07000000000024379,Волинська,2023-M04,125.9
UA07000000000024379,Волинська,2023-M05,120.2
UA07000000000024379,Волинська,2023-M06,122.9
UA07000000000024379,Волинська,2023-M07,122
UA07000000000024379,Волинська,2023-M08,138.5
UA07000000000024379,Волинська,2023-M09,136.8
UA07000000000024379,Волинська,2023-M10,139.1
UA07000000000024379,Волинська,2023-M11,138.1
UA07000000000024379,Волинська,2023-M12,126.4
UA07000000000024379,Волинська,2024-M01,115.9
UA07000000000024379,Волинська,2024-M02,115.8
UA07000000000024379,Волинська,2024-M03,115.2
UA07000000000024379,Волинська,2024-M04,117.4
UA07000000000024379,Волинська,2024-M05,115.5
UA07000000000024379,Волинська,2024-M06,114.1
UA07000000000024379,Волинська,2024-M07,111.3
UA07000000000024379,Волинська,2024-M08,104.3
UA07000000000024379,Волинська,2024-M09,96.6
UA07000000000024379,Волинська,2024-M10,95.8
UA07000000000024379,Волинська,2024-M11,94.8
UA07000000000024379,Волинська,2024-M12,100.4
UA07000000000024379,Волинська,2025-M01,106.7
UA07000000000024379,Волинська,2025-M02,109.4
UA07000000000024379,Волинська,2025-M03,111.3
UA07000000000024379,Волинська,2025-M04,108.2
UA07000000000024379,Волинська,2025-M05,106.2
UA07000000000024379,Волинська,2025-M06,107.7
UA07000000000024379,Волинська,2025-M07,104.7
UA07000000000024379,Волинська,2025-M08,107.1
UA07000000000024379,Волинська,2025-M09,110.8
UA07000000000024379,Волинська,2025-M10,111.9
UA07000000000024379,Волинська,2025-M11,113.8
UA07000000000024379,Волинська,2025-M12,123.6
UA07000000000024379,Волинська,2026-M01,107.1
UA07000000000024379,Волинська,2026-M02,102.1
UA07000000000024379,Волинська,2026-M03,108.9
UA07000000000024379,Волинська,2026-M04,109.6
UA07000000000024379,Волинська,2026-M05,115.1
UA07000000000024379,Волинська,2026-M06,114.7
UA12000000000090473,Дніпропетровська,2023-M01,90.4
UA12000000000090473,Дніпропетровська,2023-M02,88.5
UA12000000000090473,Дніпропетровська,2023-M03,130.4
UA12000000000090473,Дніпропетровська,2023-M04,125.9
UA12000000000090473,Дніпропетровська,2023-M05,122
UA12000000000090473,Дніпропетровська,2023-M06,130.6
UA12000000000090473,Дніпропетровська,2023-M07,119.8
UA12000000000090473,Дніпропетровська,2023-M08,123.6
UA12000000000090473,Дніпропетровська,2023-M09,120.2
UA12000000000090473,Дніпропетровська,2023-M10,126.5
UA12000000000090473,Дніпропетровська,2023-M11,125.9
UA12000000000090473,Дніпропетровська,2023-M12,125.2
UA12000000000090473,Дніпропетровська,2024-M01,116.9
UA12000000000090473,Дніпропетровська,2024-M02,119.6
UA12000000000090473,Дніпропетровська,2024-M03,113.6
UA12000000000090473,Дніпропетровська,2024-M04,109.5
UA12000000000090473,Дніпропетровська,2024-M05,108.3
UA12000000000090473,Дніпропетровська,2024-M06,104.8
UA12000000000090473,Дніпропетровська,2024-M07,110.7
UA12000000000090473,Дніпропетровська,2024-M08,108
UA12000000000090473,Дніпропетровська,2024-M09,106.9
UA12000000000090473,Дніпропетровська,2024-M10,103.3
UA12000000000090473,Дніпропетровська,2024-M11,102.5
UA12000000000090473,Дніпропетровська,2024-M12,106.2
UA12000000000090473,Дніпропетровська,2025-M01,100.5
UA12000000000090473,Дніпропетровська,2025-M02,99.8
UA12000000000090473,Дніпропетровська,2025-M03,102.9
UA12000000000090473,Дніпропетровська,2025-M04,104.3
UA12000000000090473,Дніпропетровська,2025-M05,104.4
UA12000000000090473,Дніпропетровська,2025-M06,103.5
UA12000000000090473,Дніпропетровська,2025-M07,99
UA12000000000090473,Дніпропетровська,2025-M08,99.9
UA12000000000090473,Дніпропетровська,2025-M09,99.3
UA12000000000090473,Дніпропетровська,2025-M10,101.8
UA12000000000090473,Дніпропетровська,2025-M11,104.9
UA12000000000090473,Дніпропетровська,2025-M12,103.8
UA12000000000090473,Дніпропетровська,2026-M01,112.3
UA12000000000090473,Дніпропетровська,2026-M02,107.4
UA12000000000090473,Дніпропетровська,2026-M03,111.6
UA12000000000090473,Дніпропетровська,2026-M04,110.2
UA12000000000090473,Дніпропетровська,2026-M05,112.9
UA12000000000090473,Дніпропетровська,2026-M06,109.4
UA14000000000091971,Донецька,2024-M01,182.2
UA14000000000091971,Донецька,2024-M02,202.6
UA14000000000091971,Донецька,2024-M03,161.3
UA14000000000091971,Донецька,2024-M04,148.5
UA14000000000091971,Донецька,2024-M05,149.4
UA14000000000091971,Донецька,2024-M06,145.4
UA14000000000091971,Донецька,2024-M07,132.7
UA14000000000091971,Донецька,2024-M08,93.7
UA14000000000091971,Донецька,2024-M09,59.7
UA14000000000091971,Донецька,2024-M10,57.2
UA14000000000091971,Донецька,2024-M11,45.7
UA14000000000091971,Донецька,2024-M12,45.9
UA14000000000091971,Донецька,2025-M01,77.7
UA14000000000091971,Донецька,2025-M02,79.5
UA14000000000091971,Донецька,2025-M03,97.1
UA14000000000091971,Донецька,2025-M04,89.1
UA14000000000091971,Донецька,2025-M05,93.8
UA14000000000091971,Донецька,2025-M06,91.7
UA14000000000091971,Донецька,2025-M07,84.4
UA14000000000091971,Донецька,2025-M08,96.2
UA14000000000091971,Донецька,2025-M09,140.2
UA14000000000091971,Донецька,2025-M10,146
UA14000000000091971,Донецька,2025-M11,153.7
UA14000000000091971,Донецька,2025-M12,125
UA14000000000091971,Донецька,2026-M01,72
UA14000000000091971,Донецька,2026-M02,64.2
UA14000000000091971,Донецька,2026-M03,65.1
UA14000000000091971,Донецька,2026-M04,75.7
UA14000000000091971,Донецька,2026-M05,66.8
UA14000000000091971,Донецька,2026-M06,70.3
UA18000000000041385,Житомирська,2023-M01,102.2
UA18000000000041385,Житомирська,2023-M02,102.8
UA18000000000041385,Житомирська,2023-M03,197.8
UA18000000000041385,Житомирська,2023-M04,165.2
UA18000000000041385,Житомирська,2023-M05,141.3
UA18000000000041385,Житомирська,2023-M06,124.3
UA18000000000041385,Житомирська,2023-M07,121.5
UA18000000000041385,Житомирська,2023-M08,130.5
UA18000000000041385,Житомирська,2023-M09,122.2
UA18000000000041385,Житомирська,2023-M10,132.3
UA18000000000041385,Житомирська,2023-M11,127.5
UA18000000000041385,Житомирська,2023-M12,123.7
UA18000000000041385,Житомирська,2024-M01,112
UA18000000000041385,Житомирська,2024-M02,110.7
UA18000000000041385,Житомирська,2024-M03,104.7
UA18000000000041385,Житомирська,2024-M04,108.3
UA18000000000041385,Житомирська,2024-M05,114.2
UA18000000000041385,Житомирська,2024-M06,118.3
UA18000000000041385,Житомирська,2024-M07,119.6
UA18000000000041385,Житомирська,2024-M08,110.5
UA18000000000041385,Житомирська,2024-M09,107.1
UA18000000000041385,Житомирська,2024-M10,105.2
UA18000000000041385,Житомирська,2024-M11,102.2
UA18000000000041385,Житомирська,2024-M12,106.3
UA18000000000041385,Житомирська,2025-M01,103.9
UA18000000000041385,Житомирська,2025-M02,103.6
UA18000000000041385,Житомирська,2025-M03,106.6
UA18000000000041385,Житомирська,2025-M04,106.2
UA18000000000041385,Житомирська,2025-M05,102
UA18000000000041385,Житомирська,2025-M06,102.2
UA18000000000041385,Житомирська,2025-M07,100.2
UA18000000000041385,Житомирська,2025-M08,102.4
UA18000000000041385,Житомирська,2025-M09,103.3
UA18000000000041385,Житомирська,2025-M10,102.1
UA18000000000041385,Житомирська,2025-M11,109.9
UA18000000000041385,Житомирська,2025-M12,109.1
UA18000000000041385,Житомирська,2026-M01,109.8
UA18000000000041385,Житомирська,2026-M02,104.9
UA18000000000041385,Житомирська,2026-M03,109.1
UA18000000000041385,Житомирська,2026-M04,106.5
UA18000000000041385,Житомирська,2026-M05,109.3
UA18000000000041385,Житомирська,2026-M06,106.4
UA21000000000011690,Закарпатська,2023-M01,91.6
UA21000000000011690,Закарпатська,2023-M02,85.6
UA21000000000011690,Закарпатська,2023-M03,80.8
UA21000000000011690,Закарпатська,2023-M04,91
UA21000000000011690,Закарпатська,2023-M05,96.7
UA21000000000011690,Закарпатська,2023-M06,112.4
UA21000000000011690,Закарпатська,2023-M07,107.3
UA21000000000011690,Закарпатська,2023-M08,110.7
UA21000000000011690,Закарпатська,2023-M09,109
UA21000000000011690,Закарпатська,2023-M10,106.6
UA21000000000011690,Закарпатська,2023-M11,106.7
UA21000000000011690,Закарпатська,2023-M12,101.2
UA21000000000011690,Закарпатська,2024-M01,110.4
UA21000000000011690,Закарпатська,2024-M02,115.3
UA21000000000011690,Закарпатська,2024-M03,118.4
UA21000000000011690,Закарпатська,2024-M04,117.1
UA21000000000011690,Закарпатська,2024-M05,113.5
UA21000000000011690,Закарпатська,2024-M06,113.5
UA21000000000011690,Закарпатська,2024-M07,110.4
UA21000000000011690,Закарпатська,2024-M08,102.8
UA21000000000011690,Закарпатська,2024-M09,98.2
UA21000000000011690,Закарпатська,2024-M10,104.5
UA21000000000011690,Закарпатська,2024-M11,101
UA21000000000011690,Закарпатська,2024-M12,103.5
UA21000000000011690,Закарпатська,2025-M01,100.4
UA21000000000011690,Закарпатська,2025-M02,99.5
UA21000000000011690,Закарпатська,2025-M03,96.8
UA21000000000011690,Закарпатська,2025-M04,99
UA21000000000011690,Закарпатська,2025-M05,99.6
UA21000000000011690,Закарпатська,2025-M06,99.5
UA21000000000011690,Закарпатська,2025-M07,99.5
UA21000000000011690,Закарпатська,2025-M08,102
UA21000000000011690,Закарпатська,2025-M09,104.1
UA21000000000011690,Закарпатська,2025-M10,105.3
UA21000000000011690,Закарпатська,2025-M11,105.4
UA21000000000011690,Закарпатська,2025-M12,114.4
UA21000000000011690,Закарпатська,2026-M01,110.4
UA21000000000011690,Закарпатська,2026-M02,107.5
UA21000000000011690,Закарпатська,2026-M03,115.4
UA21000000000011690,Закарпатська,2026-M04,108.9
UA21000000000011690,Закарпатська,2026-M05,113.9
UA21000000000011690,Закарпатська,2026-M06,110.4
UA23000000000064947,Запорізька,2023-M01,50.8
UA23000000000064947,Запорізька,2023-M02,54.1
UA23000000000064947,Запорізька,2023-M03,96.1
UA23000000000064947,Запорізька,2023-M04,111.8
UA23000000000064947,Запорізька,2023-M05,115.1
UA23000000000064947,Запорізька,2023-M06,112.3
UA23000000000064947,Запорізька,2023-M07,104.4
UA23000000000064947,Запорізька,2023-M08,108.8
UA23000000000064947,Запорізька,2023-M09,110.2
UA23000000000064947,Запорізька,2023-M10,134.1
UA23000000000064947,Запорізька,2023-M11,134.4
UA23000000000064947,Запорізька,2023-M12,126.7
UA23000000000064947,Запорізька,2024-M01,122
UA23000000000064947,Запорізька,2024-M02,124.5
UA23000000000064947,Запорізька,2024-M03,121.6
UA23000000000064947,Запорізька,2024-M04,115.4
UA23000000000064947,Запорізька,2024-M05,113.4
UA23000000000064947,Запорізька,2024-M06,111.5
UA23000000000064947,Запорізька,2024-M07,114.5
UA23000000000064947,Запорізька,2024-M08,108.3
UA23000000000064947,Запорізька,2024-M09,101.4
UA23000000000064947,Запорізька,2024-M10,98.2
UA23000000000064947,Запорізька,2024-M11,100.4
UA23000000000064947,Запорізька,2024-M12,102.1
UA23000000000064947,Запорізька,2025-M01,105.4
UA23000000000064947,Запорізька,2025-M02,107.3
UA23000000000064947,Запорізька,2025-M03,107.9
UA23000000000064947,Запорізька,2025-M04,109.5
UA23000000000064947,Запорізька,2025-M05,111.6
UA23000000000064947,Запорізька,2025-M06,109.1
UA23000000000064947,Запорізька,2025-M07,106
UA23000000000064947,Запорізька,2025-M08,106.2
UA23000000000064947,Запорізька,2025-M09,109.8
UA23000000000064947,Запорізька,2025-M10,109.7
UA23000000000064947,Запорізька,2025-M11,108.8
UA23000000000064947,Запорізька,2025-M12,107.7
UA23000000000064947,Запорізька,2026-M01,116.6
UA23000000000064947,Запорізька,2026-M02,109.8
UA23000000000064947,Запорізька,2026-M03,116
UA23000000000064947,Запорізька,2026-M04,109.4
UA23000000000064947,Запорізька,2026-M05,110.9
UA23000000000064947,Запорізька,2026-M06,107.8
UA26000000000069363,Івано-Франківська,2023-M01,88.5
UA26000000000069363,Івано-Франківська,2023-M02,87.1
UA26000000000069363,Івано-Франківська,2023-M03,94.4
UA26000000000069363,Івано-Франківська,2023-M04,99.1
UA26000000000069363,Івано-Франківська,2023-M05,102.1
UA26000000000069363,Івано-Франківська,2023-M06,113.7
UA26000000000069363,Івано-Франківська,2023-M07,114.6
UA26000000000069363,Івано-Франківська,2023-M08,128.9
UA26000000000069363,Івано-Франківська,2023-M09,122.9
UA26000000000069363,Івано-Франківська,2023-M10,124.1
UA26000000000069363,Івано-Франківська,2023-M11,126.7
UA26000000000069363,Івано-Франківська,2023-M12,119.9
UA26000000000069363,Івано-Франківська,2024-M01,116.2
UA26000000000069363,Івано-Франківська,2024-M02,117.5
UA26000000000069363,Івано-Франківська,2024-M03,118.4
UA26000000000069363,Івано-Франківська,2024-M04,118.7
UA26000000000069363,Івано-Франківська,2024-M05,114.3
UA26000000000069363,Івано-Франківська,2024-M06,112.2
UA26000000000069363,Івано-Франківська,2024-M07,112.2
UA26000000000069363,Івано-Франківська,2024-M08,106.8
UA26000000000069363,Івано-Франківська,2024-M09,101.6
UA26000000000069363,Івано-Франківська,2024-M10,101.1
UA26000000000069363,Івано-Франківська,2024-M11,99.5
UA26000000000069363,Івано-Франківська,2024-M12,105
UA26000000000069363,Івано-Франківська,2025-M01,109.5
UA26000000000069363,Івано-Франківська,2025-M02,109.5
UA26000000000069363,Івано-Франківська,2025-M03,109.9
UA26000000000069363,Івано-Франківська,2025-M04,110.6
UA26000000000069363,Івано-Франківська,2025-M05,115.4
UA26000000000069363,Івано-Франківська,2025-M06,114.9
UA26000000000069363,Івано-Франківська,2025-M07,110.2
UA26000000000069363,Івано-Франківська,2025-M08,109.2
UA26000000000069363,Івано-Франківська,2025-M09,110.7
UA26000000000069363,Івано-Франківська,2025-M10,114.6
UA26000000000069363,Івано-Франківська,2025-M11,117.8
UA26000000000069363,Івано-Франківська,2025-M12,121.7
UA26000000000069363,Івано-Франківська,2026-M01,120.5
UA26000000000069363,Івано-Франківська,2026-M02,116
UA26000000000069363,Івано-Франківська,2026-M03,123.9
UA26000000000069363,Івано-Франківська,2026-M04,117.2
UA26000000000069363,Івано-Франківська,2026-M05,117.3
UA26000000000069363,Івано-Франківська,2026-M06,119.3
UA32000000000030281,Київська,2023-M01,80.7
UA32000000000030281,Київська,2023-M02,85.3
UA32000000000030281,Київська,2023-M03,222.3
UA32000000000030281,Київська,2023-M04,194.8
UA32000000000030281,Київська,2023-M05,141.9
UA32000000000030281,Київська,2023-M06,130.7
UA32000000000030281,Київська,2023-M07,115.9
UA32000000000030281,Київська,2023-M08,117.9
UA32000000000030281,Київська,2023-M09,112.8
UA32000000000030281,Київська,2023-M10,123.7
UA32000000000030281,Київська,2023-M11,124.4
UA32000000000030281,Київська,2023-M12,119.6
UA32000000000030281,Київська,2024-M01,122.4
UA32000000000030281,Київська,2024-M02,122.8
UA32000000000030281,Київська,2024-M03,116.3
UA32000000000030281,Київська,2024-M04,114.6
UA32000000000030281,Київська,2024-M05,110.9
UA32000000000030281,Київська,2024-M06,109.7
UA32000000000030281,Київська,2024-M07,116.6
UA32000000000030281,Київська,2024-M08,115.4
UA32000000000030281,Київська,2024-M09,108.7
UA32000000000030281,Київська,2024-M10,110.3
UA32000000000030281,Київська,2024-M11,110.3
UA32000000000030281,Київська,2024-M12,113.2
UA32000000000030281,Київська,2025-M01,109.2
UA32000000000030281,Київська,2025-M02,108.4
UA32000000000030281,Київська,2025-M03,109.2
UA32000000000030281,Київська,2025-M04,108.9
UA32000000000030281,Київська,2025-M05,109.4
UA32000000000030281,Київська,2025-M06,109.3
UA32000000000030281,Київська,2025-M07,104
UA32000000000030281,Київська,2025-M08,105.8
UA32000000000030281,Київська,2025-M09,108.3
UA32000000000030281,Київська,2025-M10,110.6
UA32000000000030281,Київська,2025-M11,114.2
UA32000000000030281,Київська,2025-M12,118.8
UA32000000000030281,Київська,2026-M01,114.2
UA32000000000030281,Київська,2026-M02,107.2
UA32000000000030281,Київська,2026-M03,111.9
UA32000000000030281,Київська,2026-M04,110.2
UA32000000000030281,Київська,2026-M05,111.9
UA32000000000030281,Київська,2026-M06,108.8
UA35000000000016081,Кіровоградська,2023-M01,100.3
UA35000000000016081,Кіровоградська,2023-M02,97.6
UA35000000000016081,Кіровоградська,2023-M03,128.7
UA35000000000016081,Кіровоградська,2023-M04,107.7
UA35000000000016081,Кіровоградська,2023-M05,112.6
UA35000000000016081,Кіровоградська,2023-M06,120.8
UA35000000000016081,Кіровоградська,2023-M07,107.8
UA35000000000016081,Кіровоградська,2023-M08,114.1
UA35000000000016081,Кіровоградська,2023-M09,109.4
UA35000000000016081,Кіровоградська,2023-M10,110.6
UA35000000000016081,Кіровоградська,2023-M11,112.4
UA35000000000016081,Кіровоградська,2023-M12,115.1
UA35000000000016081,Кіровоградська,2024-M01,108.6
UA35000000000016081,Кіровоградська,2024-M02,113.4
UA35000000000016081,Кіровоградська,2024-M03,110.5
UA35000000000016081,Кіровоградська,2024-M04,109.8
UA35000000000016081,Кіровоградська,2024-M05,111.5
UA35000000000016081,Кіровоградська,2024-M06,109.7
UA35000000000016081,Кіровоградська,2024-M07,113.3
UA35000000000016081,Кіровоградська,2024-M08,107.5
UA35000000000016081,Кіровоградська,2024-M09,105
UA35000000000016081,Кіровоградська,2024-M10,106.1
UA35000000000016081,Кіровоградська,2024-M11,105.1
UA35000000000016081,Кіровоградська,2024-M12,102.6
UA35000000000016081,Кіровоградська,2025-M01,107.9
UA35000000000016081,Кіровоградська,2025-M02,105.2
UA35000000000016081,Кіровоградська,2025-M03,107.6
UA35000000000016081,Кіровоградська,2025-M04,107.5
UA35000000000016081,Кіровоградська,2025-M05,105.1
UA35000000000016081,Кіровоградська,2025-M06,104.5
UA35000000000016081,Кіровоградська,2025-M07,105.2
UA35000000000016081,Кіровоградська,2025-M08,107.1
UA35000000000016081,Кіровоградська,2025-M09,104.9
UA35000000000016081,Кіровоградська,2025-M10,104.7
UA35000000000016081,Кіровоградська,2025-M11,107.1
UA35000000000016081,Кіровоградська,2025-M12,112.2
UA35000000000016081,Кіровоградська,2026-M01,114.1
UA35000000000016081,Кіровоградська,2026-M02,109.8
UA35000000000016081,Кіровоградська,2026-M03,114.2
UA35000000000016081,Кіровоградська,2026-M04,109.5
UA35000000000016081,Кіровоградська,2026-M05,110.6
UA35000000000016081,Кіровоградська,2026-M06,106.3
UA46000000000026241,Львівська,2023-M01,96.8
UA46000000000026241,Львівська,2023-M02,90.6
UA46000000000026241,Львівська,2023-M03,107.5
UA46000000000026241,Львівська,2023-M04,111.9
UA46000000000026241,Львівська,2023-M05,111
UA46000000000026241,Львівська,2023-M06,111.2
UA46000000000026241,Львівська,2023-M07,115
UA46000000000026241,Львівська,2023-M08,120.4
UA46000000000026241,Львівська,2023-M09,113.3
UA46000000000026241,Львівська,2023-M10,119.8
UA46000000000026241,Львівська,2023-M11,119.5
UA46000000000026241,Львівська,2023-M12,114.3
UA46000000000026241,Львівська,2024-M01,113.6
UA46000000000026241,Львівська,2024-M02,117.8
UA46000000000026241,Львівська,2024-M03,112.8
UA46000000000026241,Львівська,2024-M04,114
UA46000000000026241,Львівська,2024-M05,109.5
UA46000000000026241,Львівська,2024-M06,116.5
UA46000000000026241,Львівська,2024-M07,115.4
UA46000000000026241,Львівська,2024-M08,111.8
UA46000000000026241,Львівська,2024-M09,106.8
UA46000000000026241,Львівська,2024-M10,104.2
UA46000000000026241,Львівська,2024-M11,102.9
UA46000000000026241,Львівська,2024-M12,106.5
UA46000000000026241,Львівська,2025-M01,109.3
UA46000000000026241,Львівська,2025-M02,107
UA46000000000026241,Львівська,2025-M03,106.7
UA46000000000026241,Львівська,2025-M04,104.6
UA46000000000026241,Львівська,2025-M05,110
UA46000000000026241,Львівська,2025-M06,106.1
UA46000000000026241,Львівська,2025-M07,103.7
UA46000000000026241,Львівська,2025-M08,105.1
UA46000000000026241,Львівська,2025-M09,106
UA46000000000026241,Львівська,2025-M10,110.6
UA46000000000026241,Львівська,2025-M11,113.2
UA46000000000026241,Львівська,2025-M12,114.5
UA46000000000026241,Львівська,2026-M01,109.9
UA46000000000026241,Львівська,2026-M02,104.5
UA46000000000026241,Львівська,2026-M03,110.3
UA46000000000026241,Львівська,2026-M04,111
UA46000000000026241,Львівська,2026-M05,114.1
UA46000000000026241,Львівська,2026-M06,112.3
UA48000000000039575,Миколаївська,2023-M01,70.8
UA48000000000039575,Миколаївська,2023-M02,73.1
UA48000000000039575,Миколаївська,2023-M03,152.1
UA48000000000039575,Миколаївська,2023-M04,161.2
UA48000000000039575,Миколаївська,2023-M05,163
UA48000000000039575,Миколаївська,2023-M06,157.5
UA48000000000039575,Миколаївська,2023-M07,154.1
UA48000000000039575,Миколаївська,2023-M08,166.8
UA48000000000039575,Миколаївська,2023-M09,157.2
UA48000000000039575,Миколаївська,2023-M10,160
UA48000000000039575,Миколаївська,2023-M11,149.5
UA48000000000039575,Миколаївська,2023-M12,135.1
UA48000000000039575,Миколаївська,2024-M01,126.8
UA48000000000039575,Миколаївська,2024-M02,131.4
UA48000000000039575,Миколаївська,2024-M03,126.4
UA48000000000039575,Миколаївська,2024-M04,123.8
UA48000000000039575,Миколаївська,2024-M05,127.1
UA48000000000039575,Миколаївська,2024-M06,123.8
UA48000000000039575,Миколаївська,2024-M07,120.9
UA48000000000039575,Миколаївська,2024-M08,112.9
UA48000000000039575,Миколаївська,2024-M09,107.4
UA48000000000039575,Миколаївська,2024-M10,103.9
UA48000000000039575,Миколаївська,2024-M11,102.5
UA48000000000039575,Миколаївська,2024-M12,102.6
UA48000000000039575,Миколаївська,2025-M01,99.5
UA48000000000039575,Миколаївська,2025-M02,99.1
UA48000000000039575,Миколаївська,2025-M03,100.9
UA48000000000039575,Миколаївська,2025-M04,99.2
UA48000000000039575,Миколаївська,2025-M05,97.2
UA48000000000039575,Миколаївська,2025-M06,98.7
UA48000000000039575,Миколаївська,2025-M07,99.7
UA48000000000039575,Миколаївська,2025-M08,104.1
UA48000000000039575,Миколаївська,2025-M09,102.3
UA48000000000039575,Миколаївська,2025-M10,103.1
UA48000000000039575,Миколаївська,2025-M11,104.8
UA48000000000039575,Миколаївська,2025-M12,106.6
UA48000000000039575,Миколаївська,2026-M01,112.8
UA48000000000039575,Миколаївська,2026-M02,107.2
UA48000000000039575,Миколаївська,2026-M03,113.4
UA48000000000039575,Миколаївська,2026-M04,103.2
UA48000000000039575,Миколаївська,2026-M05,103.7
