tender_id,tenderID,date_created,status,cpv_id,value_amount,value_currency,procuring_entity_name,procuring_entity_edrpou,region
6ddebd491fa14283bef5e867a481cb33,UA-2026-08-19-011045-a,2026-08-19T16:02:49.764396+03:00,active.qualification,15320000-7,104304.0,UAH,"КЗ ""Ковалівський ліцей"" Немирівської міської ради",25495497,Вінницька область
242add6a4c6b4a708e6b10341f1b64a4,UA-2026-08-19-008151-a,2026-08-19T14:28:50.170115+03:00,active.qualification,15540000-5,65410.0,UAH,"КЗ ""Ковалівський ліцей"" Немирівської міської ради",25495497,Вінницька область
23a86f178af146bb906f5a660344d396,UA-2026-08-19-004950-a,2026-08-19T12:00:56.197792+03:00,active.qualification,15220000-6,124200.0,UAH,"КЗ ""Ковалівський ліцей"" Немирівської міської ради",25495497,Вінницька область
e948dcb8f3c6496cb0213f2c877945b4,UA-2026-08-18-008519-a,2026-08-18T14:45:56.686156+03:00,active.qualification,15540000-5,264620.0,UAH,"Опорний заклад ""Вишнівський ліцей"" Вишнівської сільської ради",23018304,Волинська область
5639649923ea4d6793d896621e8a6285,UA-2026-08-22-000106-a,2026-08-22T09:59:08.971585+03:00,complete,15620000-0,800.0,UAH,"Хустська спеціальна школа І-ІІІ ступенів Закарпатської обласної ради
",20453376,Закарпатська область
3c4a07f3d5344e8cbda79ebe31dcd01c,UA-2026-08-17-012686-a,2026-08-17T21:23:00.752713+03:00,active.awarded,15220000-6,275000.0,UAH,НО­ВО­СІЛ­КІВ­СЬКИЙ АКАДЕМІЧНИЙ ЛІЦЕЙ «ЕРУДИТ» ЧАБАНІВСЬКОЇ СЕЛИЩНОЇ РАДИ ФАСТІВСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ,25658485,Київська область
394c0862e012420e87263a99d3bede15,UA-2026-08-22-000102-a,2026-08-22T09:47:24.799677+03:00,complete,15610000-7,24989.0,UAH,"Хустська спеціальна школа І-ІІІ ступенів Закарпатської обласної ради
",20453376,Закарпатська область
e4ce3ec82feb4b9e8d9b3d5bbe6ff21f,UA-2026-08-22-000063-a,2026-08-22T08:48:16.553733+03:00,complete,15330000-0,99820.0,UAH,КРИВОРІЗЬКИЙ ЛІЦЕЙ БЕЗПЕКОВОГО СПРЯМУВАННЯ ТА НАЦІОНАЛЬНО-ПАТРІОТИЧНОГО ВИХОВАННЯ МІНІСТЕРСТВА ВНУТРІШНІХ СПРАВ УКРАЇНИ,08590768,Дніпропетровська область
c4cfb63e6c064d39bf36871e6cbd62a3,UA-2026-08-18-003900-a,2026-08-18T11:30:21.300840+03:00,active.awarded,15110000-2,4889930.0,UAH," УПРАВЛІННЯ ОСВІТИ, РЕЛІГІЙ ТА У СПРАВАХ НАЦІОНАЛЬНОСТЕЙ ВИКОНАВЧОГО КОМІТЕТУ ХУСТСЬКОЇ МІСЬКОЇ РАДИ",33763070,Закарпатська область
9a0a8598e82b4811b4d8ef72fc5a7108,UA-2026-08-18-005856-a,2026-08-18T12:53:13.877836+03:00,active.awarded,15330000-0,259343.67,UAH," УПРАВЛІННЯ ОСВІТИ, РЕЛІГІЙ ТА У СПРАВАХ НАЦІОНАЛЬНОСТЕЙ ВИКОНАВЧОГО КОМІТЕТУ ХУСТСЬКОЇ МІСЬКОЇ РАДИ",33763070,Закарпатська область
58b3da3ca4a947008cc3b981471d10b5,UA-2026-08-18-006280-a,2026-08-18T13:18:15.124992+03:00,active.awarded,15850000-1,28916.67,UAH," УПРАВЛІННЯ ОСВІТИ, РЕЛІГІЙ ТА У СПРАВАХ НАЦІОНАЛЬНОСТЕЙ ВИКОНАВЧОГО КОМІТЕТУ ХУСТСЬКОЇ МІСЬКОЇ РАДИ",33763070,Закарпатська область
bb3f235cca3840df8b8946f915aa8128,UA-2026-08-18-008155-a,2026-08-18T14:34:31.825647+03:00,active.awarded,15320000-7,647425.0,UAH," УПРАВЛІННЯ ОСВІТИ, РЕЛІГІЙ ТА У СПРАВАХ НАЦІОНАЛЬНОСТЕЙ ВИКОНАВЧОГО КОМІТЕТУ ХУСТСЬКОЇ МІСЬКОЇ РАДИ",33763070,Закарпатська область
06032a78799b4527b0daeab20dad2643,UA-2026-08-18-008839-a,2026-08-18T14:56:48.890054+03:00,active.awarded,15870000-7,11266.67,UAH," УПРАВЛІННЯ ОСВІТИ, РЕЛІГІЙ ТА У СПРАВАХ НАЦІОНАЛЬНОСТЕЙ ВИКОНАВЧОГО КОМІТЕТУ ХУСТСЬКОЇ МІСЬКОЇ РАДИ",33763070,Закарпатська область
8be5906dff7940fe9fdcd19747131262,UA-2026-08-18-009609-a,2026-08-18T15:20:28.188583+03:00,active.awarded,15220000-6,453333.33,UAH," УПРАВЛІННЯ ОСВІТИ, РЕЛІГІЙ ТА У СПРАВАХ НАЦІОНАЛЬНОСТЕЙ ВИКОНАВЧОГО КОМІТЕТУ ХУСТСЬКОЇ МІСЬКОЇ РАДИ",33763070,Закарпатська область
fb34ef4ccb5c4234ae034446b0253a60,UA-2026-08-18-010347-a,2026-08-18T15:42:32.284332+03:00,active.awarded,15420000-8,289600.0,UAH," УПРАВЛІННЯ ОСВІТИ, РЕЛІГІЙ ТА У СПРАВАХ НАЦІОНАЛЬНОСТЕЙ ВИКОНАВЧОГО КОМІТЕТУ ХУСТСЬКОЇ МІСЬКОЇ РАДИ",33763070,Закарпатська область
571b98613e534a1fa6d5223d37bed5fc,UA-2026-08-22-000086-a,2026-08-22T09:33:28.944699+03:00,complete,15530000-2,25500.0,UAH,"Хустська спеціальна школа І-ІІІ ступенів Закарпатської обласної ради
",20453376,Закарпатська область
2483781413344cd480c1af9200dc7ac4,UA-2026-08-18-011348-a,2026-08-18T16:16:29.086626+03:00,active.awarded,15620000-0,8385.0,UAH," УПРАВЛІННЯ ОСВІТИ, РЕЛІГІЙ ТА У СПРАВАХ НАЦІОНАЛЬНОСТЕЙ ВИКОНАВЧОГО КОМІТЕТУ ХУСТСЬКОЇ МІСЬКОЇ РАДИ",33763070,Закарпатська область
37eb64b92c91488eac1a09e402430361,UA-2026-08-18-011831-a,2026-08-18T16:36:11.371111+03:00,active.awarded,15510000-6,55558.33,UAH," УПРАВЛІННЯ ОСВІТИ, РЕЛІГІЙ ТА У СПРАВАХ НАЦІОНАЛЬНОСТЕЙ ВИКОНАВЧОГО КОМІТЕТУ ХУСТСЬКОЇ МІСЬКОЇ РАДИ",33763070,Закарпатська область
2452a88fc4664f9691e1c4caef3bc402,UA-2026-08-18-013441-a,2026-08-18T20:52:44.385581+03:00,active.awarded,15550000-8,365362.5,UAH," УПРАВЛІННЯ ОСВІТИ, РЕЛІГІЙ ТА У СПРАВАХ НАЦІОНАЛЬНОСТЕЙ ВИКОНАВЧОГО КОМІТЕТУ ХУСТСЬКОЇ МІСЬКОЇ РАДИ",33763070,Закарпатська область
f0a42d3071a1416a81fc5d83efc8d3ed,UA-2026-08-19-000163-a,2026-08-19T08:24:37.319414+03:00,active.awarded,15540000-5,2752701.67,UAH," УПРАВЛІННЯ ОСВІТИ, РЕЛІГІЙ ТА У СПРАВАХ НАЦІОНАЛЬНОСТЕЙ ВИКОНАВЧОГО КОМІТЕТУ ХУСТСЬКОЇ МІСЬКОЇ РАДИ",33763070,Закарпатська область
b487748aa3bb491e94383be9b05902fc,UA-2026-08-19-000245-a,2026-08-19T08:37:21.089642+03:00,active.awarded,15530000-2,330429.17,UAH," УПРАВЛІННЯ ОСВІТИ, РЕЛІГІЙ ТА У СПРАВАХ НАЦІОНАЛЬНОСТЕЙ ВИКОНАВЧОГО КОМІТЕТУ ХУСТСЬКОЇ МІСЬКОЇ РАДИ",33763070,Закарпатська область
37273bac30384632ab86c022da99cfa4,UA-2026-08-19-000951-a,2026-08-19T09:31:37.663544+03:00,active.qualification,15530000-2,137800.0,UAH,Військова частина А2798,08509140,
fb723c51ae6d4c1cb7c0a148e816dae9,UA-2026-08-19-000381-a,2026-08-19T08:50:10.484315+03:00,active.awarded,15820000-2,46637.5,UAH," УПРАВЛІННЯ ОСВІТИ, РЕЛІГІЙ ТА У СПРАВАХ НАЦІОНАЛЬНОСТЕЙ ВИКОНАВЧОГО КОМІТЕТУ ХУСТСЬКОЇ МІСЬКОЇ РАДИ",33763070,Закарпатська область
d70fef29ec88413baacc0da163554103,UA-2026-08-22-000084-a,2026-08-22T09:26:53.040811+03:00,complete,15890000-3,1155.0,UAH,"Хустська спеціальна школа І-ІІІ ступенів Закарпатської обласної ради
",20453376,Закарпатська область
3304fa3d471a4bdd9d0a9a402743e376,UA-2026-08-19-000827-a,2026-08-19T09:24:50.972133+03:00,active.awarded,15810000-9,506016.67,UAH," УПРАВЛІННЯ ОСВІТИ, РЕЛІГІЙ ТА У СПРАВАХ НАЦІОНАЛЬНОСТЕЙ ВИКОНАВЧОГО КОМІТЕТУ ХУСТСЬКОЇ МІСЬКОЇ РАДИ",33763070,Закарпатська область
d3118bcc39f4468b8717dc44995b691d,UA-2026-08-19-001551-a,2026-08-19T10:01:53.214850+03:00,active.awarded,15840000-8,164812.5,UAH," УПРАВЛІННЯ ОСВІТИ, РЕЛІГІЙ ТА У СПРАВАХ НАЦІОНАЛЬНОСТЕЙ ВИКОНАВЧОГО КОМІТЕТУ ХУСТСЬКОЇ МІСЬКОЇ РАДИ",33763070,Закарпатська область
47427b3202b44d7eaf7160cd8aa2d4cb,UA-2026-08-22-000079-a,2026-08-22T09:19:31.273396+03:00,complete,15320000-7,38000.0,UAH,"Хустська спеціальна школа І-ІІІ ступенів Закарпатської обласної ради
",20453376,Закарпатська область
a868dc3d57f24a0ebce525f1632f93f3,UA-2026-08-22-000077-a,2026-08-22T09:13:16.890431+03:00,complete,15860000-4,450.0,UAH,"Хустська спеціальна школа І-ІІІ ступенів Закарпатської обласної ради
",20453376,Закарпатська область
8167ab436228419d930e2978e2cd81f3,UA-2026-08-22-000072-a,2026-08-22T09:06:18.788250+03:00,complete,15830000-5,4600.0,UAH,"Хустська спеціальна школа І-ІІІ ступенів Закарпатської обласної ради
",20453376,Закарпатська область
34f7e7daee264a1399169509e82dc781,UA-2026-08-19-006247-a,2026-08-19T13:07:30.550901+03:00,active.qualification,15110000-2,567500.0,UAH,КНЯЖИЦЬКИЙ ЛІЦЕЙ БРОВАРСЬКОЇ МІСЬКОЇ РАДИ БРОВАРСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ,25299980,Київська область
700b670929bd41e68772ee37404012ad,UA-2026-08-19-001248-a,2026-08-19T09:47:49.530900+03:00,active.qualification,15530000-2,15750.0,UAH,КЗ Чортківський ліцей №5 Чортківської міської ради Тернопільської області,24618963,Тернопільська область
249c344391d34397ac90769fb95c5150,UA-2026-08-19-012851-a,2026-08-19T17:34:27.905988+03:00,active.qualification,15220000-6,278915.25,UAH,Яготинський ліцей №2 Яготинської міської ради,24892121,Київська область
53ca41116962444f88f9ebe4de68ab49,UA-2026-08-19-013488-a,2026-08-19T19:52:24.023951+03:00,active.qualification,15510000-6,358701.0,UAH,УПРАВЛІННЯ ОСВІТИ БІЛГОРОД-ДНІСТРОВСЬКОЇ МІСЬКОЇ РАДИ,20989154,Одеська область
9e2e5d8273d94026a7646aff3fc337c9,UA-2026-08-19-011493-a,2026-08-19T16:19:37.903033+03:00,active.qualification,15330000-0,8352.08,UAH,"Комунальний заклад ""Центр соціально - психологічної реабілітації дітей"" Полтавської обласної ради",22547644,Полтавська область
8e8c1bd8982b421093fd3af1daebcdc0,UA-2026-08-19-013361-a,2026-08-19T18:59:44.961156+03:00,active.qualification,15110000-2,525758.33,UAH,Яготинський ліцей №2 Яготинської міської ради,24892121,Київська область
bc344f4ebd1b4a6ab76435858a087006,UA-2026-08-19-000547-a,2026-08-19T09:04:57.740122+03:00,active.qualification,15540000-5,33420.0,UAH,КЗ Чортківський ліцей №5 Чортківської міської ради Тернопільської області,24618963,Тернопільська область
7a8f2d5db90e4078bfb99f7a68a90a52,UA-2026-08-19-000905-a,2026-08-19T09:29:01.889906+03:00,active.qualification,15510000-6,39600.0,UAH,КЗ Чортківський ліцей №5 Чортківської міської ради Тернопільської області,24618963,Тернопільська область
7eb50d3620d94385a70488c72fb7fd18,UA-2026-08-18-006750-a,2026-08-18T13:41:28.697230+03:00,active.qualification,15810000-9,87266.67,UAH,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ХЕРСОНСЬКА МІСЬКА КЛІНІЧНА ЛІКАРНЯ ІМЕНІ О.С.ЛУЧАНСЬКОГО"" ХЕРСОНСЬКОЇ МІСЬКОЇ РАДИ",05396876,Херсонська область
0a305bd0a9054b95915287023e50be3d,UA-2026-08-19-005617-a,2026-08-19T12:34:07.214918+03:00,active.qualification,15510000-6,17300.0,UAH,"Відділ освіти, культури і туризму, молоді та спорту Шегинівської сільської ради Яворівського району Львівської області",41066555,Львівська область
667aa0765ed3411b828ddb78b5dbdade,UA-2026-08-19-001530-a,2026-08-19T10:00:47.078891+03:00,active.qualification,15550000-8,6000.0,UAH,КЗ Чортківський ліцей №5 Чортківської міської ради Тернопільської області,24618963,Тернопільська область
dcae286363f74b21801ff09222e50628,UA-2026-08-19-009083-a,2026-08-19T14:59:25.046021+03:00,active.qualification,15550000-8,56265.0,UAH,"Відділ освіти, культури і туризму, молоді та спорту Шегинівської сільської ради Яворівського району Львівської області",41066555,Львівська область
d58e25c7b5db4480ade3619e5a06350e,UA-2026-08-19-011893-a,2026-08-19T16:35:56.968803+03:00,active.qualification,15320000-7,30775.0,UAH,"Комунальний заклад ""Центр соціально - психологічної реабілітації дітей"" Полтавської обласної ради",22547644,Полтавська область
e5524bcde97443a7ad05dce5330f8af2,UA-2026-08-19-013698-a,2026-08-19T21:12:59.875543+03:00,active.qualification,15550000-8,366361.63,UAH,УПРАВЛІННЯ ОСВІТИ БІЛГОРОД-ДНІСТРОВСЬКОЇ МІСЬКОЇ РАДИ,20989154,Одеська область
bab561b4092d43b6a8a4084f2a8dd42f,UA-2026-08-22-000069-a,2026-08-22T08:58:47.650623+03:00,complete,15420000-8,9350.0,UAH,"Хустська спеціальна школа І-ІІІ ступенів Закарпатської обласної ради
",20453376,Закарпатська область
1425b33e75014c8ebf0ddcb2d054b40d,UA-2026-08-22-000056-a,2026-08-22T08:26:15.699847+03:00,active.tendering,15330000-0,179330.0,UAH,"КОМУНАЛЬНИЙ ЗАКЛАД ЗАГАЛЬНОЇ СЕРЕДНЬОЇ ОСВІТИ ""ЛІЦЕЙ №1 С. ПЕТРОПАВЛІВСЬКА БОРЩАГІВКА"" БОРЩАГІВСЬКОЇ СІЛЬСЬКОЇ РАДИ БУЧАНСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ",42985994,Київська область
f9523f719c4941cbb1ed72237d05e511,UA-2026-08-14-010985-a,2026-08-14T16:49:20.018545+03:00,active.qualification,15811100-7,43357.93,UAH,Міжгірська селищна рада,04350910,Закарпатська область
d113d78396824d8bb5a8ba9223a500ba,UA-2026-08-14-008301-a,2026-08-14T14:49:12.646251+03:00,active.qualification,15820000-2,72810.0,UAH,Військова частина 1560,43331273,Одеська область
4a63e4f1a1f940b9a1dcb380011a2157,UA-2026-08-19-013828-a,2026-08-19T22:04:13.112992+03:00,active.qualification,15610000-7,45775.02,UAH,ВИКОНАВЧИЙ КОМІТЕТ СЕНЧАНСЬКОЇ СІЛЬСЬКОЇ РАДИ,41830654,Полтавська область
f2ba3e37a3fd4f69b87d5b03add4dbf7,UA-2026-08-19-008379-a,2026-08-19T14:36:57.995255+03:00,active.qualification,15220000-6,22750.0,UAH,"ВІДДІЛ ОСВІТИ, СІМ'Ї, МОЛОДІ, СПОРТУ, КУЛЬТУРИ І ТУРИЗМУ ОЛЬГОПІЛЬСЬКОЇ СІЛЬСЬКОЇ РАДИ",44072142,Вінницька область
6d31371d3685424dbe0e0bd0965599bd,UA-2026-08-19-014064-a,2026-08-19T23:44:51.229063+03:00,active.qualification,15540000-5,140611.67,UAH,ВИКОНАВЧИЙ КОМІТЕТ СЕНЧАНСЬКОЇ СІЛЬСЬКОЇ РАДИ,41830654,Полтавська область
5dff07603e0641e8bcea0070cf2c2ab0,UA-2026-08-19-002876-a,2026-08-19T10:50:48.737341+03:00,active.qualification,15330000-0,3500.0,UAH,Уланівський ліцей Уланівської сільської ради,20087813,Вінницька область
fe4ed840d51f4e04a7e35d6f6b9b2e2c,UA-2026-08-19-006236-a,2026-08-19T13:07:04.772671+03:00,active.qualification,15220000-6,107000.0,UAH,Уланівський ліцей Уланівської сільської ради,20087813,Вінницька область
4d344d0009d241c890fb2872ef20293f,UA-2026-08-19-004772-a,2026-08-19T11:54:14.709725+03:00,active.qualification,15320000-7,43333.33,UAH,Уланівський ліцей Уланівської сільської ради,20087813,Вінницька область
0f927a1cdd0f4154a633c38b1b5cdc15,UA-2026-08-19-002632-a,2026-08-19T10:43:02.473847+03:00,active.qualification,15110000-2,684860.0,UAH,"Відділ освіти, культури, молоді та спорту Корюківської міської ради",41086985,Чернігівська область
4a4e5cafcb2c40fb8ed0d595fcf96eb5,UA-2026-08-19-010226-a,2026-08-19T15:36:30.103541+03:00,active.qualification,15330000-0,158462.5,UAH,"Відділ освіти, культури, молоді та спорту Корюківської міської ради",41086985,Чернігівська область
731cc7b0abe44dfcbcd6b913e0d6ce0a,UA-2026-08-14-001576-a,2026-08-14T09:59:57.738479+03:00,active.qualification,15320000-7,110000.0,UAH,ВІДДІЛ З ГУМАНІТАРНИХ ПИТАНЬ ВИКОНАВЧОГО КОМІТЕТУ УЛАШАНІВСЬКОЇ СІЛЬСЬКОЇ РАДИ,43205042,Хмельницька область
800c9477570440f2bbea82b7dbb3fc2d,UA-2026-08-19-002922-a,2026-08-19T10:52:17.094482+03:00,active.qualification,15110000-2,315042.0,UAH,"КОМУНАЛЬНИЙ ЗАКЛАД ""ЖМЕРИНСЬКИЙ ЛІЦЕЙ №5""",23064971,Вінницька область
2bbce3ee3ea5443683ee1360a2696c20,UA-2026-08-19-007322-a,2026-08-19T13:58:11.798708+03:00,active.qualification,15330000-0,35750.0,UAH,Уланівський ліцей Уланівської сільської ради,20087813,Вінницька область
71db0517b44c48a09f12277d0debeecc,UA-2026-08-19-004929-a,2026-08-19T12:00:25.439442+03:00,active.qualification,15420000-8,46428.33,UAH,"Відділ освіти, культури, молоді та спорту Корюківської міської ради",41086985,Чернігівська область
81b6a7f2079f417882a789fb0be3fe4b,UA-2026-08-19-009560-a,2026-08-19T15:14:10.024725+03:00,unsuccessful,15810000-9,105212.5,UAH,"Відділ освіти, культури, молоді та спорту Корюківської міської ради",41086985,Чернігівська область
85bd3fa4d11f488380ac0ee8701ef2f4,UA-2026-08-19-009220-a,2026-08-19T15:03:28.695326+03:00,active.qualification,15610000-7,38825.0,UAH,Уланівський ліцей Уланівської сільської ради,20087813,Вінницька область
2b343f879f6b4e99818f6cee030fcec8,UA-2026-08-19-005723-a,2026-08-19T12:38:47.894728+03:00,active.qualification,15540000-5,332486.67,UAH,"Відділ освіти, культури, молоді та спорту Корюківської міської ради",41086985,Чернігівська область
2fa4a11dbe8145bd91b62bf5207577de,UA-2026-08-19-005192-a,2026-08-19T12:12:09.409094+03:00,active.qualification,15550000-8,94500.0,UAH,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ВІННИЦЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ. М.І. ПИРОГОВА ВІННИЦЬКОЇ ОБЛАСНОЇ РАДИ""",02011031,Вінницька область
6bb8459a31574b9cbef6e93ce63eabf2,UA-2026-08-14-000837-a,2026-08-14T09:21:17.092886+03:00,active.qualification,15220000-6,135000.0,UAH,ВІДДІЛ З ГУМАНІТАРНИХ ПИТАНЬ ВИКОНАВЧОГО КОМІТЕТУ УЛАШАНІВСЬКОЇ СІЛЬСЬКОЇ РАДИ,43205042,Хмельницька область
f9b6af3252ed4009bd6202ce00d0a043,UA-2026-08-19-001666-a,2026-08-19T10:06:55.687750+03:00,active.qualification,15110000-2,317083.33,UAH,Уланівський ліцей Уланівської сільської ради,20087813,Вінницька область
36948529233a4226a87cd6552fbaab0c,UA-2026-08-19-008919-a,2026-08-19T14:53:45.764197+03:00,active.qualification,15540000-5,13458.33,UAH,"Комунальне некомерційне підприємство ""Гадяцька міська центральна лікарня"" Гадяцької міської ради",01999218,Полтавська область
b7a58174bf26400c95665853cca0cf66,UA-2026-08-19-014020-a,2026-08-19T23:20:37.935569+03:00,active.qualification,15530000-2,94871.17,UAH,ВИКОНАВЧИЙ КОМІТЕТ СЕНЧАНСЬКОЇ СІЛЬСЬКОЇ РАДИ,41830654,Полтавська область
